date,signal_asof_date,symbol,trade_value,commission,slippage,total_cost,target_weight
2023-04-03,2023-03-31,JPM,26501.83420173512,13.25091710086756,13.25091710086756,26.50183420173512,0.19999999999999993
2023-04-03,2023-03-31,XLV,13250.917100867566,6.625458550433783,6.625458550433783,13.250917100867566,0.2
2023-05-01,2023-04-28,AAPL,27482.789591021952,13.741394795510976,13.741394795510976,27.48278959102195,0.2
2023-05-01,2023-04-28,NVDA,27482.789591021952,13.741394795510976,13.741394795510976,27.48278959102195,0.2
2023-05-01,2023-04-28,JPM,-27482.78959102194,13.74139479551097,13.74139479551097,27.48278959102194,0.0
2023-05-01,2023-04-28,XLV,-27482.789591021952,13.741394795510976,13.741394795510976,27.48278959102195,0.0
2023-06-01,2023-05-31,AAPL,-27461.99373347807,13.730996866739035,13.730996866739035,27.46199373347807,0.0
2023-06-01,2023-05-31,NVDA,-27461.99373347807,13.730996866739035,13.730996866739035,27.46199373347807,0.0
2023-06-01,2023-05-31,AMZN,27461.99373347807,13.730996866739035,13.730996866739035,27.46199373347807,0.2
2023-06-01,2023-05-31,JPM,27461.993733478062,13.730996866739032,13.730996866739032,27.461993733478064,0.19999999999999996
2023-08-01,2023-07-31,AAPL,27782.491235294252,13.891245617647126,13.891245617647126,27.782491235294252,0.2
2023-08-01,2023-07-31,JPM,-27782.491235294245,13.891245617647122,13.891245617647122,27.782491235294245,0.0
2023-09-01,2023-08-31,AAPL,-28392.2023617499,14.196101180874951,14.196101180874951,28.392202361749902,0.0
2023-09-01,2023-08-31,MSFT,-28392.2023617499,14.196101180874951,14.196101180874951,28.392202361749902,0.0
2023-09-01,2023-08-31,NVDA,14196.10118087495,7.0980505904374755,7.0980505904374755,14.196101180874951,0.1
2023-09-01,2023-08-31,AMZN,-14196.10118087495,7.0980505904374755,7.0980505904374755,14.196101180874951,0.1
2023-09-01,2023-08-31,META,-14196.10118087495,7.0980505904374755,7.0980505904374755,14.196101180874951,0.1
2023-09-01,2023-08-31,GOOGL,-14196.10118087495,7.0980505904374755,7.0980505904374755,14.196101180874951,0.1
2023-09-01,2023-08-31,XLV,14196.101180874946,7.098050590437473,7.098050590437473,14.196101180874946,0.09999999999999998
2023-10-02,2023-09-29,AAPL,14413.121233823087,7.206560616911544,7.206560616911544,14.413121233823087,0.1
2023-10-02,2023-09-29,META,-14413.121233823087,7.206560616911544,7.206560616911544,14.413121233823087,0.0
2023-11-01,2023-10-31,AAPL,14430.721304035598,7.215360652017799,7.215360652017799,14.430721304035599,0.2
2023-11-01,2023-10-31,MSFT,28861.442608071196,14.430721304035599,14.430721304035599,28.861442608071197,0.2
2023-11-01,2023-10-31,NVDA,14430.721304035598,7.215360652017799,7.215360652017799,14.430721304035599,0.2
2023-11-01,2023-10-31,AMZN,-14430.721304035598,7.215360652017799,7.215360652017799,14.430721304035599,0.0
2023-11-01,2023-10-31,GOOGL,14430.721304035598,7.215360652017799,7.215360652017799,14.430721304035599,0.2
2023-11-01,2023-10-31,XLV,14430.721304035598,7.215360652017799,7.215360652017799,14.430721304035599,0.19999999999999998
2023-12-01,2023-11-30,AAPL,-28976.347711033537,14.488173855516768,14.488173855516768,28.976347711033537,0.0
2023-12-01,2023-11-30,AMZN,28976.347711033537,14.488173855516768,14.488173855516768,28.976347711033537,0.2
2024-01-01,2023-12-29,AAPL,30833.619371925866,15.416809685962933,15.416809685962933,30.833619371925867,0.2
2024-01-01,2023-12-29,MSFT,-30833.619371925866,15.416809685962933,15.416809685962933,30.833619371925867,0.0
2024-02-01,2024-01-31,META,30371.456556812594,15.185728278406298,15.185728278406298,30.371456556812596,0.2
2024-02-01,2024-01-31,XLV,-30371.45655681259,15.185728278406296,15.185728278406296,30.371456556812593,0.0
2024-03-01,2024-02-29,AAPL,-30164.59209915096,15.08229604957548,15.08229604957548,30.16459209915096,0.0
2024-03-01,2024-02-29,MSFT,30164.59209915096,15.08229604957548,15.08229604957548,30.16459209915096,0.2
2024-04-01,2024-03-29,AAPL,29925.058631757853,14.962529315878927,14.962529315878927,29.925058631757853,0.2
2024-04-01,2024-03-29,META,-29925.058631757853,14.962529315878927,14.962529315878927,29.925058631757853,0.0
2024-04-01,2024-03-29,GOOGL,-29925.058631757853,14.962529315878927,14.962529315878927,29.925058631757853,0.0
2024-04-01,2024-03-29,XLV,29925.05863175785,14.962529315878925,14.962529315878925,29.92505863175785,0.19999999999999998
2024-05-01,2024-04-30,AAPL,-29389.703819916638,14.69485190995832,14.69485190995832,29.38970381991664,0.0
2024-05-01,2024-04-30,GOOGL,29389.70381991663,14.694851909958317,14.694851909958317,29.389703819916633,0.19999999999999996
2024-05-01,2024-04-30,JPM,29389.703819916638,14.69485190995832,14.69485190995832,29.38970381991664,0.2
2024-05-01,2024-04-30,XLV,-29389.703819916635,14.694851909958318,14.694851909958318,29.389703819916637,0.0
2024-06-03,2024-05-31,JPM,-28613.889348934958,14.306944674467479,14.306944674467479,28.613889348934958,0.0
2024-06-03,2024-05-31,XLV,28613.889348934947,14.306944674467474,14.306944674467474,28.613889348934947,0.19999999999999993
2024-07-01,2024-06-28,AAPL,29795.379914676058,14.897689957338029,14.897689957338029,29.795379914676058,0.2
2024-07-01,2024-06-28,GOOGL,-29795.379914676047,14.897689957338024,14.897689957338024,29.795379914676047,0.0
2024-10-01,2024-09-30,AAPL,-28780.910555520575,14.390455277760287,14.390455277760287,28.780910555520574,0.0
2024-10-01,2024-09-30,NVDA,-28780.910555520575,14.390455277760287,14.390455277760287,28.780910555520574,0.0
2024-10-01,2024-09-30,META,28780.910555520575,14.390455277760287,14.390455277760287,28.780910555520574,0.2
2024-10-01,2024-09-30,JPM,28780.910555520575,14.390455277760287,14.390455277760287,28.780910555520574,0.2
