,equity
2018-10-18,110281.81082422825
2018-10-19,110279.42337949542
2018-10-22,110512.78700558555
2018-10-23,110401.09383506193
2018-10-24,110677.23862446168
2018-10-25,110478.04225117281
2018-10-26,110328.71244699441
2018-10-29,110311.63592827722
2018-10-30,110405.42620887408
2018-10-31,110575.51526427934
2018-11-01,110745.75833676552
2018-11-02,110560.5364668081
2018-11-05,110882.07530523412
2018-11-06,110655.15052363092
2018-11-07,110655.94301590946
2018-11-08,110923.38927368811
2018-11-09,110850.11461914776
2018-11-12,110926.00296491964
2018-11-13,110808.55705264656
2018-11-14,110701.70065113339
2018-11-15,110768.23323995926
2018-11-16,110614.11824609905
2018-11-19,110752.40018267771
2018-11-20,110714.67194594303
2018-11-21,110532.64438902384
2018-11-22,110758.85026323522
2018-11-23,110708.48887278597
2018-11-26,110518.88089431803
2018-11-27,110637.27596214294
2018-11-28,110468.19690514918
2018-11-29,110366.62364965737
2018-11-30,110656.79416933186
2018-12-03,110983.22140501496
2018-12-04,111159.24022303792
2018-12-05,111316.51943358223
2018-12-06,111341.8007048607
2018-12-07,111318.51720284311
2018-12-10,111140.135099359
2018-12-11,110943.77086757662
2018-12-12,110889.37995009095
2018-12-13,111047.60784938335
2018-12-14,111365.70544259601
2018-12-17,111289.16392412253
2018-12-18,111326.30389730446
2018-12-19,111158.245487969
2018-12-20,111019.32970501178
2018-12-21,111012.69731630456
2018-12-24,110965.24909054418
2018-12-25,110875.62597327425
2018-12-26,111119.67747663922
2018-12-27,111257.47431317164
2018-12-28,111456.79541828984
2018-12-31,111304.25688907254
2019-01-01,111494.81484835477
2019-01-02,111843.39923761427
2019-01-03,111827.8182234408
2019-01-04,111759.3898069819
2019-01-07,111875.8243873333
2019-01-08,111534.23420303053
2019-01-09,111553.99381578904
2019-01-10,111901.91794812343
2019-01-11,112033.65861465581
2019-01-14,111843.30975623272
2019-01-15,111832.12348025753
2019-01-16,111533.28070982554
2019-01-17,111764.36718715883
2019-01-18,111744.86665256225
2019-01-21,112005.90207276035
2019-01-22,111917.00610039878
2019-01-23,112003.16978330047
2019-01-24,111990.7646267599
2019-01-25,112067.58284756736
2019-01-28,112460.32132329291
2019-01-29,112267.95008742496
2019-01-30,112509.95983735714
2019-01-31,112495.76440032887
2019-02-01,112315.90613694208
2019-02-04,111935.60225789704
2019-02-05,111881.50390661928
2019-02-06,111930.16611241923
2019-02-07,111848.9588405006
2019-02-08,111952.1433144557
2019-02-11,112124.59681267387
2019-02-12,112032.09674122103
2019-02-13,112031.25952996023
2019-02-14,112052.77843229557
2019-02-15,112024.91722257798
2019-02-18,112154.56081421197
2019-02-19,111880.00905927505
2019-02-20,111810.37566859837
2019-02-21,112059.07634793183
2019-02-22,111929.04194783274
2019-02-25,111996.88518728047
2019-02-26,112061.55731051708
2019-02-27,112238.66137926208
2019-02-28,112434.33609420314
2019-03-01,112423.34060953849
2019-03-04,112455.74655897218
2019-03-05,111876.82134798921
2019-03-06,111376.10362311704
2019-03-07,111253.79822697944
2019-03-08,111190.38151405279
2019-03-11,111512.12980268041
2019-03-12,112059.38449865131
2019-03-13,112095.29745845351
2019-03-14,112225.07349350398
2019-03-15,112282.99304639865
2019-03-18,112486.71531106906
2019-03-19,112272.36716033271
2019-03-20,112748.71309708133
2019-03-21,112583.05917475632
2019-03-22,112937.10868497416
2019-03-25,113216.80798674683
2019-03-26,113550.09235581277
2019-03-27,113800.11737060444
2019-03-28,113651.91631209158
2019-03-29,113586.64606585792
2019-04-01,113713.76366897521
2019-04-02,113686.69980067403
2019-04-03,113127.2800623184
2019-04-04,113708.20412428092
2019-04-05,114079.0532069496
2019-04-08,114546.66851634649
2019-04-09,114792.74046124115
2019-04-10,114521.32802857833
2019-04-11,115081.18189142275
2019-04-12,114835.91274646092
2019-04-15,114812.1844462217
2019-04-16,115057.39861829762
2019-04-17,115023.36796560869
2019-04-18,114752.08089830865
2019-04-19,114501.6856174324
2019-04-22,114566.1805979731
2019-04-23,115072.05230062919
2019-04-24,115310.60781049478
2019-04-25,115219.12016651723
2019-04-26,115535.229904289
2019-04-29,115155.28934873904
2019-04-30,115275.43867859905
2019-05-01,115549.08184528816
2019-05-02,115741.1658567344
2019-05-03,115656.89369921124
2019-05-06,115792.47585365911
2019-05-07,116048.55946453148
2019-05-08,115988.21406256092
2019-05-09,116077.84986837335
2019-05-10,115866.29943248781
2019-05-13,115694.10371555176
2019-05-14,115943.31861320387
2019-05-15,115798.98212780675
2019-05-16,115730.64915093474
2019-05-17,115840.83272746469
2019-05-20,115869.5721858436
2019-05-21,115729.76733079889
2019-05-22,115797.3350242847
2019-05-23,115717.4369984533
2019-05-24,115574.62337409637
2019-05-27,115978.98416651404
2019-05-28,116080.47022649251
2019-05-29,116108.43629993824
2019-05-30,116356.73610375832
2019-05-31,116344.05633681745
2019-06-03,116239.87324980399
2019-06-04,116489.79809946519
2019-06-05,117103.98402360229
2019-06-06,116883.24480077918
2019-06-07,117416.62509082152
2019-06-10,117426.63946135959
2019-06-11,117767.01275345587
2019-06-12,117925.14456527622
2019-06-13,117706.05804738347
2019-06-14,117832.88237482148
2019-06-17,116920.71829410882
2019-06-18,117181.30624812169
2019-06-19,117878.66770271723
2019-06-20,117853.10821252718
2019-06-21,118597.98582819455
2019-06-24,118624.40657277289
2019-06-25,118328.4621708496
2019-06-26,119158.36863612548
2019-06-27,119752.16298809426
2019-06-28,119467.35855056389
2019-07-01,119079.37184384506
2019-07-02,119986.84146793436
2019-07-03,120166.3450300188
2019-07-04,119906.78168043247
2019-07-05,119708.50685755901
2019-07-08,119453.94257450633
2019-07-09,120119.70306027994
2019-07-10,119984.28734236615
2019-07-11,119927.62536207109
2019-07-12,119782.98830503438
2019-07-15,119973.24820508146
2019-07-16,120588.55042569392
2019-07-17,120638.00681939788
2019-07-18,120675.02306013249
2019-07-19,120103.57597894965
2019-07-22,120639.97861240023
2019-07-23,121041.1543565567
2019-07-24,120939.73598034304
2019-07-25,120613.87643879048
2019-07-26,120255.05802321043
2019-07-29,120576.18446882986
2019-07-30,120879.09571719063
2019-07-31,120770.8221731064
2019-08-01,121031.36389153944
2019-08-02,120838.4482265575
2019-08-05,120834.73761432864
2019-08-06,120717.13152033964
2019-08-07,120346.18848890834
2019-08-08,121133.51700380557
2019-08-09,120956.0890699426
2019-08-12,120353.9688650176
2019-08-13,120075.03933715611
2019-08-14,120389.62004165052
2019-08-15,119700.52754145059
2019-08-16,119745.6518454701
2019-08-19,120056.41061238418
2019-08-20,119534.98264738932
2019-08-21,119599.5150940279
2019-08-22,119621.146762938
2019-08-23,119219.00048859534
2019-08-26,119339.08895643354
2019-08-27,119258.36269846561
2019-08-28,119038.87457105982
2019-08-29,118542.810868194
2019-08-30,118473.05223969635
2019-09-02,118304.8493715366
2019-09-03,118497.10786791654
2019-09-04,118816.87939506059
2019-09-05,118946.37065601618
2019-09-06,119265.1504724477
2019-09-09,119141.77965077145
2019-09-10,119215.65762091076
2019-09-11,118635.47615832872
2019-09-12,118730.61265907988
2019-09-13,118513.88763590503
2019-09-16,118723.9173813225
2019-09-17,119009.15048477886
2019-09-18,119119.55020988376
2019-09-19,119613.73250355884
2019-09-20,119826.40487437451
2019-09-23,120035.88308589472
2019-09-24,119767.08799221231
2019-09-25,119972.23909620996
2019-09-26,119546.57110406546
2019-09-27,119688.20231393626
2019-09-30,119873.83869919428
2019-10-01,119770.06501360582
2019-10-02,119986.40577590173
2019-10-03,119728.8946831608
2019-10-04,119774.5048533435
2019-10-07,119882.74144328816
2019-10-08,119833.54150347889
2019-10-09,119686.26057375806
2019-10-10,119353.24881666484
2019-10-11,119603.21770515661
2019-10-14,119581.84703565305
2019-10-15,119884.44151978519
2019-10-16,120617.09688661929
2019-10-17,120977.14102856048
2019-10-18,120729.21293694241
2019-10-21,120446.35649236271
2019-10-22,120751.05742719749
2019-10-23,120802.55934063517
2019-10-24,120993.83570090802
2019-10-25,121669.2012458775
2019-10-28,121480.63120238959
2019-10-29,121947.36127605503
2019-10-30,121788.9034245838
2019-10-31,122023.100952437
2019-11-01,121516.23288606547
2019-11-04,121432.47729848415
2019-11-05,121369.06904233237
2019-11-06,121836.68327609827
2019-11-07,121695.73811532407
2019-11-08,121826.40548946748
2019-11-11,122306.17886169034
2019-11-12,122561.87183652258
2019-11-13,122364.4055801105
2019-11-14,122490.30636149508
2019-11-15,122778.9467586405
2019-11-18,122850.84955973638
2019-11-19,122697.3851663458
2019-11-20,122662.34746626146
2019-11-21,122325.60837653952
2019-11-22,122461.42650208024
2019-11-25,122565.9259370052
2019-11-26,122150.1785983866
2019-11-27,121577.87587115573
2019-11-28,121375.02384029515
2019-11-29,121908.2120998188
2019-12-02,121627.0824481897
2019-12-03,121523.68326718573
2019-12-04,121489.71274766912
2019-12-05,121762.72300546788
2019-12-06,121662.27475439533
2019-12-09,121848.31487956767
2019-12-10,121707.06867580663
2019-12-11,121316.39041510587
2019-12-12,121164.70414819504
2019-12-13,121437.67020210122
2019-12-16,121325.39325424317
2019-12-17,121759.01945626125
2019-12-18,121856.53278322062
2019-12-19,122381.07378776939
2019-12-20,122080.98450245245
2019-12-23,121642.16875182545
2019-12-24,121494.51786107967
2019-12-25,121375.90302826975
2019-12-26,121011.73411868107
2019-12-27,121048.05730775894
2019-12-30,121778.90659901967
2019-12-31,122159.07876263841
2020-01-01,122699.00184981909
2020-01-02,122651.92666073477
2020-01-03,122502.97401001018
2020-01-06,122548.95386394551
2020-01-07,122479.26370199813
2020-01-08,122320.89678494474
2020-01-09,122483.2822820469
2020-01-10,122055.27146214587
2020-01-13,121928.92947452696
2020-01-14,121685.78863172911
2020-01-15,122042.37048112105
2020-01-16,122316.15836573178
2020-01-17,122144.93250893784
2020-01-20,121895.16000236395
2020-01-21,121981.66588726088
2020-01-22,121913.38636200193
2020-01-23,122000.26499612312
2020-01-24,122093.73355906602
2020-01-27,121700.05352765165
2020-01-28,121584.90839336519
2020-01-29,120607.68646168352
2020-01-30,120043.2552430281
2020-01-31,120278.8900118523
2020-02-03,121032.02998963419
2020-02-04,121152.14117291765
2020-02-05,121545.59623875903
2020-02-06,121354.4281474377
2020-02-07,121485.2263089904
2020-02-10,121599.43952105766
2020-02-11,122101.09570976104
2020-02-12,122038.75634530254
2020-02-13,121985.75496475528
2020-02-14,122149.79051061325
2020-02-17,122157.49687016946
2020-02-18,122320.64474803337
2020-02-19,122286.4917048968
2020-02-20,122123.4648757291
2020-02-21,121884.59899355016
2020-02-24,121670.75124595774
2020-02-25,121702.68033989168
2020-02-26,121805.12868242286
2020-02-27,121933.54995830935
2020-02-28,122026.66834091424
2020-03-02,121842.49691662088
2020-03-03,121659.43942266953
2020-03-04,121864.29973536712
2020-03-05,121939.4063238829
2020-03-06,121818.08034709297
2020-03-09,121548.20727416532
2020-03-10,121408.52034563055
2020-03-11,121477.28640539382
2020-03-12,121581.56967995154
2020-03-13,121473.56990759404
2020-03-16,121623.0304272579
2020-03-17,121764.60747639982
2020-03-18,121825.9712875591
2020-03-19,121684.58212550514
2020-03-20,121366.90490019736
2020-03-23,121355.05344721793
2020-03-24,121449.00766225938
2020-03-25,121116.98162900681
2020-03-26,121166.2260717346
2020-03-27,121100.6913478673
2020-03-30,121018.1333298652
2020-03-31,121125.89696493541
2020-04-01,120792.73450779617
2020-04-02,120716.33901758521
2020-04-03,119844.95332573153
2020-04-06,119763.03905553374
2020-04-07,120892.72065913174
2020-04-08,120514.55341127428
2020-04-09,120490.16134173334
2020-04-10,120438.71575764705
2020-04-13,121724.83138992588
2020-04-14,122012.72713763571
2020-04-15,122838.08305444357
2020-04-16,122495.47934654591
2020-04-17,122736.6168780558
2020-04-20,123210.96990289733
2020-04-21,122846.70962186824
2020-04-22,122585.71901347522
2020-04-23,123334.34215255901
2020-04-24,123872.04748199336
2020-04-27,123006.93144789037
2020-04-28,122867.41876124268
2020-04-29,121174.83391703689
2020-04-30,121480.41301482025
2020-05-01,120865.47113623469
2020-05-04,122044.93626475871
2020-05-05,121286.34833068168
2020-05-06,121599.3310712451
2020-05-07,121854.73822842131
2020-05-08,121905.07837711633
2020-05-11,122590.551348262
2020-05-12,122663.63325506635
2020-05-13,122555.44077404558
2020-05-14,121763.36001310531
2020-05-15,121289.77335134023
2020-05-18,122530.18598499474
2020-05-19,123300.42630005
2020-05-20,123160.57906938349
2020-05-21,123361.74708259867
2020-05-22,123869.75598257087
2020-05-25,124174.49902954967
2020-05-26,123753.24592627081
2020-05-27,123477.29665676614
2020-05-28,124157.40569953114
2020-05-29,123734.70610337253
2020-06-01,124917.66016956393
2020-06-02,125122.41979523172
2020-06-03,126630.2518482827
2020-06-04,127058.68984575804
2020-06-05,127527.15028109956
2020-06-08,127389.12647916125
2020-06-09,127596.78329852188
2020-06-10,128595.2010262301
2020-06-11,129022.86056408641
2020-06-12,131438.45198041596
2020-06-15,130083.13906771454
2020-06-16,129432.68327482151
2020-06-17,129957.33809867784
2020-06-18,130438.97725577555
2020-06-19,130952.7070601514
2020-06-22,131033.5237409282
2020-06-23,130556.27534857746
2020-06-24,130106.72947723824
2020-06-25,129470.05916645471
2020-06-26,129491.21334288435
2020-06-29,130050.82353511573
2020-06-30,129086.58679845108
2020-07-01,130196.43810644816
2020-07-02,129699.65300838239
2020-07-03,128781.03502218677
2020-07-06,128960.33151041668
2020-07-07,127948.42789871612
2020-07-08,129191.13041626208
2020-07-09,128502.41690040434
2020-07-10,129172.98211561498
2020-07-13,128337.87479414899
2020-07-14,127827.64268109373
2020-07-15,127722.9348262892
2020-07-16,127757.55673578916
2020-07-17,127404.08119787731
2020-07-20,126891.08814587498
2020-07-21,126772.94463701085
2020-07-22,126335.59648352469
2020-07-23,126511.15417544983
2020-07-24,126833.50785454482
2020-07-27,126584.77572786438
2020-07-28,126607.00032480006
2020-07-29,125478.26594187175
2020-07-30,125938.5343397913
2020-07-31,126773.06082291056
2020-08-03,126377.59979473882
2020-08-04,126369.77405981763
2020-08-05,125249.49899578035
2020-08-06,125268.11021939456
2020-08-07,124368.303600077
2020-08-10,124098.62972649385
2020-08-11,124708.60436723592
2020-08-12,123707.79581271483
2020-08-13,123369.99495117551
2020-08-14,122868.7456209085
2020-08-17,122605.77296298213
2020-08-18,122248.8474343444
2020-08-19,121385.70415133779
2020-08-20,121364.94738044878
2020-08-21,122467.06800383872
2020-08-24,122157.15783681585
2020-08-25,123109.93638645086
2020-08-26,123415.0746880267
2020-08-27,123399.42761124019
2020-08-28,122746.11901560938
2020-08-31,123326.89411722714
2020-09-01,123450.70538257896
2020-09-02,123639.14639952435
2020-09-03,124015.17124133592
2020-09-04,124203.37203602896
2020-09-07,122772.98800039125
2020-09-08,124024.10548984281
2020-09-09,123849.99132989509
2020-09-10,125253.76848861459
2020-09-11,123379.17112925458
2020-09-14,124765.3197712997
2020-09-15,124776.39018795217
2020-09-16,123317.05773714147
2020-09-17,123210.47738504269
2020-09-18,122852.37505553622
2020-09-21,123525.93042358714
2020-09-22,122201.57209616443
2020-09-23,123420.82428260887
2020-09-24,122367.87380914684
2020-09-25,122953.66298287925
2020-09-28,124136.35028127793
2020-09-29,123330.74405131629
2020-09-30,124163.42623356395
2020-10-01,123577.30460864684
2020-10-02,123598.83406921451
2020-10-05,122588.53250590686
2020-10-06,121963.01841362374
2020-10-07,122238.09494415125
2020-10-08,123124.43573510926
2020-10-09,123376.63894619701
2020-10-12,123494.64541181692
2020-10-13,124361.33025074129
2020-10-14,124446.36906937542
2020-10-15,124067.20847043488
2020-10-16,123030.66506434092
2020-10-19,123427.73466434721
2020-10-20,124240.34332757298
2020-10-21,125113.2316336839
2020-10-22,125288.11028241462
2020-10-23,125636.26696233475
2020-10-26,125241.71585183847
2020-10-27,124340.64121641278
2020-10-28,125655.888845819
2020-10-29,125964.94765120649
2020-10-30,125300.8869844798
2020-11-02,126584.18872294157
2020-11-03,126958.46142817562
2020-11-04,127979.20952435609
2020-11-05,126330.86594162376
2020-11-06,127384.11805333542
2020-11-09,127438.33577327202
2020-11-10,126861.64693850781
2020-11-11,125876.08532766828
2020-11-12,126191.98672350944
2020-11-13,125208.94714565978
2020-11-16,125267.48152212513
2020-11-17,125079.91184727378
2020-11-18,125374.82275505648
2020-11-19,124236.62681676276
2020-11-20,123345.7258888346
2020-11-23,123411.13152784327
2020-11-24,122817.31210804278
2020-11-25,123089.65655076441
2020-11-26,121606.5234493937
2020-11-27,122640.25939030443
2020-11-30,121978.86174022373
2020-12-01,122119.96067526216
2020-12-02,123093.86888629408
2020-12-03,124051.73524320798
2020-12-04,124686.38027224255
2020-12-07,124963.15785741317
2020-12-08,123401.77674974476
2020-12-09,124462.90856932542
2020-12-10,123087.26337952593
2020-12-11,123491.02745002712
2020-12-14,123399.78937203564
2020-12-15,122733.82498816466
2020-12-16,121742.88222758548
2020-12-17,122538.57906891729
2020-12-18,121808.27189893232
2020-12-21,121047.09957129831
2020-12-22,120749.67366097552
2020-12-23,121419.16240888966
2020-12-24,120614.65043704018
2020-12-25,120288.66157961909
2020-12-28,120706.96321712507
2020-12-29,121446.38386135484
2020-12-30,121457.80771739391
2020-12-31,123129.0719330597
2021-01-01,122359.18126750151
2021-01-04,122125.90976753196
2021-01-05,121970.71988398476
2021-01-06,121594.79860667823
2021-01-07,120693.69707041341
2021-01-08,121590.78955645963
2021-01-11,121601.23227746792
2021-01-12,121480.1721502579
2021-01-13,120872.83331290053
2021-01-14,121334.2771478105
2021-01-15,121739.00648511117
2021-01-18,121846.85939206752
2021-01-19,121393.41063726103
2021-01-20,121240.13893777656
2021-01-21,121985.51249303833
2021-01-22,122266.05325237781
2021-01-25,121324.5229674456
2021-01-26,121046.45151403449
2021-01-27,121425.2934603618
2021-01-28,121318.49145600508
2021-01-29,121999.2479361917
2021-02-01,123150.63886232086
2021-02-02,121564.43202561686
2021-02-03,120975.21490908341
2021-02-04,119994.9953220811
2021-02-05,119835.40281594693
2021-02-08,120616.62016999804
2021-02-09,120696.99267300827
2021-02-10,121542.38333808492
2021-02-11,121173.4284829601
2021-02-12,121787.65017447414
2021-02-15,121574.90339506182
2021-02-16,121649.66365720991
2021-02-17,121746.19565260004
2021-02-18,122862.15227556655
2021-02-19,123541.9466070181
2021-02-22,124489.4464598665
2021-02-23,124568.1298869829
2021-02-24,124888.38539385551
2021-02-25,125265.27606717788
2021-02-26,123839.03716134607
2021-03-01,124218.08842800568
2021-03-02,123021.28103307738
2021-03-03,123069.36593297472
2021-03-04,122876.15226856881
2021-03-05,122442.30057233469
2021-03-08,122531.84729540153
2021-03-09,122245.13716232376
2021-03-10,121557.47843789046
2021-03-11,121860.41426712931
2021-03-12,121582.13601595114
2021-03-15,122068.10865500025
2021-03-16,121204.33603620376
2021-03-17,120730.29899309468
2021-03-18,119808.01413713666
2021-03-19,120861.82600587803
2021-03-22,119323.32761077945
2021-03-23,119699.1000097017
2021-03-24,120252.34583834023
2021-03-25,119368.71272954962
2021-03-26,118468.13440080044
2021-03-29,117564.02263203154
2021-03-30,117615.09233923498
2021-03-31,117293.60607820007
2021-04-01,116118.70776264892
2021-04-02,116057.33299524635
2021-04-05,116585.56092918872
2021-04-06,116504.61294757172
2021-04-07,116645.82497371903
2021-04-08,116603.52658271749
2021-04-09,116831.55400786291
2021-04-12,116486.36238273507
2021-04-13,116295.74291165613
2021-04-14,116012.66144766456
2021-04-15,115893.67934034814
2021-04-16,115745.612533263
2021-04-19,115650.27060198014
2021-04-20,115365.00065057045
2021-04-21,115155.5480169164
2021-04-22,114910.46611653989
2021-04-23,114777.20576956483
2021-04-26,114765.42198626453
2021-04-27,114536.45442367847
2021-04-28,114555.4172894806
2021-04-29,114656.9244171523
2021-04-30,114812.38010568959
2021-05-03,114637.15264478349
2021-05-04,114789.57116695688
2021-05-05,115071.22943752237
2021-05-06,115147.58128990416
2021-05-07,115212.33782434186
2021-05-10,115255.22941685484
2021-05-11,115258.0508819797
2021-05-12,115512.6437592537
2021-05-13,115758.68579412236
2021-05-14,115491.11563503617
2021-05-17,115531.24402934212
2021-05-18,115356.36895754047
2021-05-19,115418.76560431387
2021-05-20,115460.56363612432
2021-05-21,115565.5048252007
2021-05-24,115339.94005449228
2021-05-25,115164.64927232193
2021-05-26,115168.49456137483
2021-05-27,115176.94871538597
2021-05-28,115400.27508605346
2021-05-31,115397.06538750282
2021-06-01,115411.49864410165
2021-06-02,115318.79625877028
2021-06-03,115609.93118042292
2021-06-04,115468.88630637259
2021-06-07,115396.90350135977
2021-06-08,115528.94162147281
2021-06-09,115438.08668295862
2021-06-10,115686.5668545814
2021-06-11,115839.22714996239
2021-06-14,115930.79178425936
2021-06-15,115852.5925378635
2021-06-16,116132.71470492233
2021-06-17,116158.43511921928
2021-06-18,115862.64708017244
2021-06-21,115682.47798617292
2021-06-22,115857.39560251303
2021-06-23,115972.22886861402
2021-06-24,115678.25290403393
2021-06-25,116008.38087815189
2021-06-28,116105.38562630913
2021-06-29,116184.22043195338
2021-06-30,116306.41062426221
2021-07-01,115928.60209251072
2021-07-02,115524.85518272956
2021-07-05,115181.86330901853
2021-07-06,113994.32710477411
2021-07-07,113814.95256469134
2021-07-08,114062.76103621561
2021-07-09,113915.8814666744
2021-07-12,113873.36381148883
2021-07-13,114224.44526267481
2021-07-14,115403.73438727022
2021-07-15,116592.93341834983
2021-07-16,115246.95827211987
2021-07-19,115702.89977354417
2021-07-20,116695.86667439877
2021-07-21,115720.75368879556
2021-07-22,116358.79559177835
2021-07-23,117353.83006076775
2021-07-26,117077.02137472802
2021-07-27,115854.67303639695
2021-07-28,116017.96423253125
2021-07-29,116058.45428154976
2021-07-30,116118.63283093127
2021-08-02,116659.57942498528
2021-08-03,116863.49451569309
2021-08-04,116784.12854520851
2021-08-05,117626.09167366616
2021-08-06,117332.7442473454
2021-08-09,117289.45090844133
2021-08-10,117856.59698507267
2021-08-11,118617.9698744639
2021-08-12,119269.43275330697
2021-08-13,119192.20373588444
2021-08-16,119622.51252718596
2021-08-17,119839.6938470351
2021-08-18,119489.17739861892
2021-08-19,119510.25450832966
2021-08-20,119481.5777816062
2021-08-23,119068.88731091097
2021-08-24,119238.97167790463
2021-08-25,119440.12908995473
2021-08-26,119260.03338671468
2021-08-27,119933.9483454171
2021-08-30,121321.15388343405
2021-08-31,121891.12165055043
2021-09-01,121025.08435714385
2021-09-02,120406.22133902139
2021-09-03,120528.04287471241
2021-09-06,120430.10508250576
2021-09-07,120435.80108275176
2021-09-08,122193.93117396475
2021-09-09,122440.10500295323
2021-09-10,123412.33787881126
2021-09-13,122849.81945205938
2021-09-14,121993.25552635505
2021-09-15,121858.4706014334
2021-09-16,122364.10966082726
2021-09-17,122084.32327578374
2021-09-20,121898.57921772264
2021-09-21,121249.46603473101
2021-09-22,120580.35978760368
2021-09-23,119338.85831658001
2021-09-24,118622.83374257466
2021-09-27,118640.88230205624
2021-09-28,118926.53150748635
2021-09-29,118443.37211515
2021-09-30,118627.98990206291
2021-10-01,119972.51641458286
2021-10-04,119661.08453522787
2021-10-05,119930.55263938697
2021-10-06,120552.08018619927
2021-10-07,119920.65778321588
2021-10-08,119453.65345334544
2021-10-11,118689.1105161865
2021-10-12,118828.54030815781
2021-10-13,118066.53843493524
2021-10-14,117102.78761070783
2021-10-15,117773.01437066108
2021-10-18,117574.1617526711
2021-10-19,118471.64663323037
2021-10-20,118355.25137124275
2021-10-21,118146.14013584837
2021-10-22,117929.38197042028
2021-10-25,117403.48873136066
2021-10-26,116692.94208464012
2021-10-27,115960.5095120931
2021-10-28,116254.52265822842
2021-10-29,117235.27310648246
2021-11-01,117495.42990663549
2021-11-02,116088.74153413436
2021-11-03,115730.63100814084
2021-11-04,115408.71326464525
2021-11-05,116078.56140316083
2021-11-08,116728.66885478557
2021-11-09,116380.56882722049
2021-11-10,116246.8382760152
2021-11-11,115642.42352271223
2021-11-12,115677.31663831788
2021-11-15,115180.49089732721
2021-11-16,115471.36075410274
2021-11-17,115381.22067312173
2021-11-18,116643.47070197231
2021-11-19,115906.93094368119
2021-11-22,116799.67211379837
2021-11-23,117602.92867881406
2021-11-24,117420.54932310607
2021-11-25,117440.57504825426
2021-11-26,117680.60603895407
2021-11-29,118120.70245821482
2021-11-30,119586.44046972481
2021-12-01,119344.38674102291
2021-12-02,119395.38396269223
2021-12-03,119841.44544504215
2021-12-06,119988.23376954906
2021-12-07,119698.33386197838
2021-12-08,119538.75981406591
2021-12-09,119788.77949718547
2021-12-10,119633.20244597866
2021-12-13,119767.66841115564
2021-12-14,119620.82637444694
2021-12-15,119566.99734611186
2021-12-16,119815.45980526887
2021-12-17,119348.91353584874
2021-12-20,119425.73875862571
2021-12-21,119528.65166043787
2021-12-22,119865.76869626058
2021-12-23,120125.78076005148
2021-12-24,120073.87156210055
2021-12-27,120391.35182602686
2021-12-28,120292.49963160562
2021-12-29,120051.5991365051
2021-12-30,120204.00795162913
2021-12-31,119986.38300113782
2022-01-03,119376.5371444089
2022-01-04,120188.2678752872
2022-01-05,120614.21369317794
2022-01-06,120950.97876515963
2022-01-07,121877.68125505511
2022-01-10,121400.49034275833
2022-01-11,122326.20059068785
2022-01-12,122404.94764090657
2022-01-13,122886.14323765831
2022-01-14,122242.47780069687
2022-01-17,122236.6418108699
2022-01-18,122125.68557170438
2022-01-19,122094.90916162274
2022-01-20,122255.03807099164
2022-01-21,122485.97795541948
2022-01-24,122725.42954600228
2022-01-25,121852.83298238699
2022-01-26,122519.6917408113
2022-01-27,122383.73048902568
2022-01-28,122930.18133240247
2022-01-31,122859.12323747252
2022-02-01,123490.25786565234
2022-02-02,123250.52108206975
2022-02-03,125064.97400217527
2022-02-04,125138.03204164101
2022-02-07,123766.55276031795
2022-02-08,123807.86016000128
2022-02-09,124573.52778337263
2022-02-10,124714.53455478339
2022-02-11,125098.80989857722
2022-02-14,124975.18777280248
2022-02-15,124473.95684065881
2022-02-16,125006.898957311
2022-02-17,124538.8968286143
2022-02-18,123474.82889843984
2022-02-21,123483.3170946403
2022-02-22,123227.53394624506
2022-02-23,123423.87960977551
2022-02-24,123367.61443357034
2022-02-25,124864.63353133865
2022-02-28,124779.06963284774
2022-03-01,124693.18115330407
2022-03-02,125372.24518767364
2022-03-03,125024.36995901237
2022-03-04,126016.02054399607
2022-03-07,127167.71248587866
2022-03-08,126122.33926745209
2022-03-09,127594.44918974832
2022-03-10,130039.15262492286
2022-03-11,129912.4040467008
2022-03-14,131391.91154120193
2022-03-15,131633.18160897677
2022-03-16,132473.20337597877
2022-03-17,133771.4486373508
2022-03-18,133833.7875812009
2022-03-21,134384.5001488428
2022-03-22,134217.22171681718
2022-03-23,134272.42189797264
2022-03-24,134747.60685934313
2022-03-25,134852.4431670276
2022-03-28,134757.5395241385
2022-03-29,135702.22294153413
2022-03-30,133980.6375906819
2022-03-31,134853.63965135693
2022-04-01,136099.48585268
2022-04-04,134713.6620719859
2022-04-05,135133.65164196873
2022-04-06,134824.3462908449
2022-04-07,134520.91718600396
2022-04-08,134981.62309226135
2022-04-11,134356.0749685772
2022-04-12,133669.39260075623
2022-04-13,134530.37617930875
2022-04-14,134646.50998350015
2022-04-15,135120.50130079695
2022-04-18,136461.26760012165
2022-04-19,137067.31069746634
2022-04-20,137954.60531267576
2022-04-21,137759.92153844837
2022-04-22,138440.98291038303
2022-04-25,138477.02858308537
2022-04-26,139047.1486267364
2022-04-27,140460.2428830476
2022-04-28,139230.73703917404
2022-04-29,138287.39146122683
2022-05-02,136253.70549670397
2022-05-03,135357.2300483312
2022-05-04,136364.2636633277
2022-05-05,135945.99474605438
2022-05-06,135504.49522273356
2022-05-09,136088.07374874994
2022-05-10,136221.15110215067
2022-05-11,135352.24721026816
2022-05-12,136250.06136517515
2022-05-13,136330.66645238447
2022-05-16,136209.13477263018
2022-05-17,136544.63039777102
